Date,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
20/10/20,Delhi,-,-,304561,6040,333171
20/10/20,Goa,-,-,36914,549,40746
20/10/20,Gujarat,-,-,142662,3643,160560
20/10/20,Haryana,-,-,139511,1648,151234
20/10/20,Himachal Pradesh,-,-,16270,272,19135
20/10/20,Jammu and Kashmir,-,-,78667,1388,88369
20/10/20,Jharkhand,-,-,89780,842,96842
20/10/20,Karnataka,-,-,653829,10542,770604
20/10/20,Kerala,-,-,252868,1182,346881
20/10/20,Ladakh,-,-,4701,66,5647
20/10/20,Madhya Pradesh,-,-,145421,2786,161203
20/10/20,Maharashtra,-,-,1384879,42240,1601365
20/10/20,Manipur,-,-,11913,117,15778
20/10/20,Meghalaya,-,-,6392,75,8536
20/10/20,Mizoram,-,-,2151,0,2280
20/10/20,Nagaland,-,-,6273,27,7953
20/10/20,Odisha,-,-,249575,1152,270346
20/10/20,Puducherry,-,-,28520,575,33247
20/10/20,Punjab,-,-,118767,4029,128103
20/10/20,Rajasthan,-,-,152573,1760,175226
20/10/20,Sikkim,-,-,3276,62,3601
20/10/20,Tamil Nadu,-,-,642152,10691,690936
20/10/20,Telengana,-,-,202577,1282,224545
20/10/20,Tripura,-,-,26748,331,29688
20/10/20,Uttarakhand,-,-,51900,933,58360
20/10/20,Uttar Pradesh,-,-,418685,6685,456865
20/10/20,West Bengal,-,-,284325,6119,325028
21/10/20,Andaman and Nicobar Islands,-,-,3902,56,4141
21/10/20,Andhra Pradesh,-,-,749676,6481,789553
21/10/20,Arunachal Pradesh,-,-,11035,31,13778
21/10/20,Assam,-,-,174414,884,202073
21/10/20,Bihar,-,-,195046,1011,207405
21/10/20,Chandigarh,-,-,12724,209,13743
21/10/20,Chhattisgarh,-,-,137986,1584,165279
21/10/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3153,2,3194
21/10/20,Delhi,-,-,306747,6081,336750
21/10/20,Goa,-,-,37275,555,41031
21/10/20,Gujarat,-,-,143790,3651,161686
21/10/20,Haryana,-,-,140436,1660,152174
21/10/20,Himachal Pradesh,-,-,16487,274,19357
21/10/20,Jammu and Kashmir,-,-,79437,1397,88958
21/10/20,Jharkhand,-,-,90385,849,97414
21/10/20,Karnataka,-,-,662329,10608,776901
21/10/20,Kerala,-,-,260243,1206,353472
21/10/20,Ladakh,-,-,4787,67,5695
21/10/20,Madhya Pradesh,-,-,146860,2811,162178
21/10/20,Maharashtra,-,-,1392308,42453,1609516
21/10/20,Manipur,-,-,12059,121,16062
21/10/20,Meghalaya,-,-,6497,76,8593
21/10/20,Mizoram,-,-,2165,0,2310
21/10/20,Nagaland,-,-,6334,28,8020
21/10/20,Odisha,-,-,252197,1168,272250
21/10/20,Puducherry,-,-,28774,577,33452
21/10/20,Punjab,-,-,119658,4037,128590
21/10/20,Rajasthan,-,-,155095,1774,177123
21/10/20,Sikkim,-,-,3326,63,3643
21/10/20,Tamil Nadu,-,-,646555,10741,694030
21/10/20,Telengana,-,-,204388,1287,226124
21/10/20,Tripura,-,-,27013,332,29800
21/10/20,Uttarakhand,-,-,52291,946,58601
21/10/20,Uttar Pradesh,-,-,422024,6714,459154
21/10/20,West Bengal,-,-,287707,6180,329057
22/10/20,Andaman and Nicobar Islands,-,-,3913,56,4168
22/10/20,Andhra Pradesh,-,-,754415,6508,793299
22/10/20,Arunachal Pradesh,-,-,11199,31,13912
22/10/20,Assam,-,-,176078,889,202774
22/10/20,Bihar,-,-,196240,1019,208377
22/10/20,Chandigarh,-,-,12842,209,13795
22/10/20,Chhattisgarh,-,-,140216,1628,167639
22/10/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3161,2,3207
22/10/20,Delhi,-,-,310191,6128,340436
22/10/20,Goa,-,-,37683,557,41339
22/10/20,Gujarat,-,-,144970,3660,162823
22/10/20,Haryana,-,-,141506,1674,153367
22/10/20,Himachal Pradesh,-,-,16706,279,19621
22/10/20,Jammu and Kashmir,-,-,80092,1402,89582
22/10/20,Jharkhand,-,-,91004,851,98061
22/10/20,Karnataka,-,-,671618,10696,782773
22/10/20,Kerala,-,-,267082,1232,361841
22/10/20,Ladakh,-,-,4865,68,5781
22/10/20,Madhya Pradesh,-,-,148082,2828,163296
22/10/20,Maharashtra,-,-,1415679,42633,1617658
22/10/20,Manipur,-,-,12297,124,16267
22/10/20,Meghalaya,-,-,6674,77,8621
22/10/20,Mizoram,-,-,2174,0,2341
22/10/20,Nagaland,-,-,6428,28,8139
22/10/20,Odisha,-,-,254913,1181,274181
22/10/20,Puducherry,-,-,29016,580,33622
22/10/20,Punjab,-,-,120220,4060,129088
22/10/20,Rajasthan,-,-,157960,1788,178933
22/10/20,Sikkim,-,-,3361,63,3677
22/10/20,Tamil Nadu,-,-,650856,10780,697116
22/10/20,Telengana,-,-,206105,1292,227580
22/10/20,Tripura,-,-,27252,334,29925
22/10/20,Uttarakhand,-,-,53061,960,59106
22/10/20,Uttar Pradesh,-,-,425356,6755,461475
22/10/20,West Bengal,-,-,291303,6244,333126
23/10/20,Andaman and Nicobar Islands,-,-,3937,57,4184
23/10/20,Andhra Pradesh,-,-,758138,6524,796919
23/10/20,Arunachal Pradesh,-,-,11407,32,14077
23/10/20,Assam,-,-,177662,896,203282
23/10/20,Bihar,-,-,197208,1026,209447
23/10/20,Chandigarh,-,-,12924,212,13848
23/10/20,Chhattisgarh,-,-,143212,1680,170130
23/10/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3164,2,3213
23/10/20,Delhi,-,-,312918,6163,344318
23/10/20,Goa,-,-,38031,564,41586
23/10/20,Gujarat,-,-,146171,3667,163959
23/10/20,Haryana,-,-,142798,1688,154495
23/10/20,Himachal Pradesh,-,-,16937,284,19844
23/10/20,Jammu and Kashmir,-,-,80802,1412,90166
23/10/20,Jharkhand,-,-,91629,859,98610
23/10/20,Karnataka,-,-,684835,10770,788551
23/10/20,Kerala,-,-,274675,1255,369323
23/10/20,Ladakh,-,-,4902,68,5812
23/10/20,Madhya Pradesh,-,-,149353,2842,164341
23/10/20,Maharashtra,-,-,1431856,42831,1625197
23/10/20,Manipur,-,-,12393,127,16621
23/10/20,Meghalaya,-,-,6981,78,8720
23/10/20,Mizoram,-,-,2175,0,2359
23/10/20,Nagaland,-,-,6469,28,8296
23/10/20,Odisha,-,-,257041,1196,276094
23/10/20,Puducherry,-,-,29211,582,33832
23/10/20,Punjab,-,-,121155,4072,129693
23/10/20,Rajasthan,-,-,160614,1800,180755
23/10/20,Sikkim,-,-,3410,63,3727
23/10/20,Tamil Nadu,-,-,655170,10825,700193
23/10/20,Telengana,-,-,207326,1298,229001
23/10/20,Tripura,-,-,27502,339,30070
23/10/20,Uttarakhand,-,-,53643,968,59508
23/10/20,Uttar Pradesh,-,-,427937,6790,463858
23/10/20,West Bengal,-,-,294911,6308,337283
24/10/20,Andaman and Nicobar Islands,-,-,3945,58,4207
24/10/20,Andhra Pradesh,-,-,762419,6544,800684
24/10/20,Arunachal Pradesh,-,-,11613,33,14145
24/10/20,Assam,-,-,179846,900,203709
24/10/20,Bihar,-,-,198532,1034,210196
24/10/20,Chandigarh,-,-,13009,214,13920
24/10/20,Chhattisgarh,-,-,146222,1738,172580
24/10/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3167,2,3220
24/10/20,Delhi,-,-,316214,6189,348404
24/10/20,Goa,-,-,38421,568,41813
24/10/20,Gujarat,-,-,147435,3673,165071
24/10/20,Haryana,-,-,143978,1705,155765
24/10/20,Himachal Pradesh,-,-,17135,285,20040
24/10/20,Jammu and Kashmir,-,-,81486,1424,90752
24/10/20,Jharkhand,-,-,92128,862,99045
24/10/20,Karnataka,-,-,693584,10821,793907
24/10/20,Kerala,-,-,280793,1281,377834
24/10/20,Ladakh,-,-,4984,68,5840
24/10/20,Madhya Pradesh,-,-,150678,2855,165294
24/10/20,Maharashtra,-,-,1445103,43015,1632544
24/10/20,Manipur,-,-,12562,132,16777
24/10/20,Meghalaya,-,-,7091,79,8801
24/10/20,Mizoram,-,-,2189,0,2387
24/10/20,Nagaland,-,-,6570,28,8436
24/10/20,Odisha,-,-,259418,1214,277887
24/10/20,Puducherry,-,-,29427,584,33986
24/10/20,Punjab,-,-,121735,4095,130157
24/10/20,Rajasthan,-,-,162981,1814,182570
24/10/20,Sikkim,-,-,3465,63,3770
24/10/20,Tamil Nadu,-,-,659432,10858,703250
24/10/20,Telengana,-,-,209034,1303,230274
24/10/20,Tripura,-,-,27740,340,30135
24/10/20,Uttarakhand,-,-,54161,979,59796
24/10/20,Uttar Pradesh,-,-,430962,6830,466060
24/10/20,West Bengal,-,-,298587,6368,341426
25/10/20,Andaman and Nicobar Islands,-,-,3968,58,4225
25/10/20,Andhra Pradesh,-,-,765991,6566,804026
25/10/20,Arunachal Pradesh,-,-,11781,33,14211
25/10/20,Assam,-,-,182794,902,203967
25/10/20,Bihar,-,-,199757,1042,211258
25/10/20,Chandigarh,-,-,13087,216,13977
25/10/20,Chhattisgarh,-,-,148899,1793,174591
25/10/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3173,2,3225
25/10/20,Delhi,-,-,319828,6225,352520
25/10/20,Goa,-,-,38769,570,42031
25/10/20,Gujarat,-,-,148448,3679,166092
25/10/20,Haryana,-,-,145196,1720,157064
25/10/20,Himachal Pradesh,-,-,17318,290,20213
25/10/20,Jammu and Kashmir,-,-,82219,1430,91329
25/10/20,Jharkhand,-,-,92598,864,99428
25/10/20,Karnataka,-,-,700737,10873,798378
25/10/20,Kerala,-,-,287261,1306,386087
25/10/20,Ladakh,-,-,5052,71,5913
25/10/20,Madhya Pradesh,-,-,151946,2875,166298
25/10/20,Maharashtra,-,-,1455107,43152,1638961
25/10/20,Manipur,-,-,12719,138,17022
25/10/20,Meghalaya,-,-,7228,80,8882
25/10/20,Mizoram,-,-,2198,0,2447
25/10/20,Nagaland,-,-,6668,30,8515
25/10/20,Odisha,-,-,262031,1229,279582
25/10/20,Puducherry,-,-,29614,586,34112
25/10/20,Punjab,-,-,122256,4107,130640
25/10/20,Rajasthan,-,-,165496,1826,184422
25/10/20,Sikkim,-,-,3490,63,3819
25/10/20,Tamil Nadu,-,-,663456,10893,706136
25/10/20,Telengana,-,-,210480,1307,231252
25/10/20,Tripura,-,-,27886,343,30221
25/10/20,Uttarakhand,-,-,54629,984,60155
25/10/20,Uttar Pradesh,-,-,433703,6854,468238
25/10/20,West Bengal,-,-,302340,6427,345574
26/10/20,Andaman and Nicobar Islands,-,-,3983,58,4245
26/10/20,Andhra Pradesh,-,-,769576,6587,807023
26/10/20,Arunachal Pradesh,-,-,11951,33,14244
26/10/20,Assam,-,-,185755,906,204171
26/10/20,Bihar,-,-,200918,1049,211689
26/10/20,Chandigarh,-,-,13167,218,14038
26/10/20,Chhattisgarh,-,-,150398,1818,175959
26/10/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3175,2,3228
26/10/20,Delhi,-,-,323654,6258,356656
26/10/20,Goa,-,-,39090,576,42242
26/10/20,Gujarat,-,-,149411,3686,167011
26/10/20,Haryana,-,-,146282,1727,158304
26/10/20,Himachal Pradesh,-,-,17590,291,20370
26/10/20,Jammu and Kashmir,-,-,82858,1438,91861
26/10/20,Jharkhand,-,-,92976,866,99686
26/10/20,Karnataka,-,-,710843,10905,802817
26/10/20,Kerala,-,-,294910,1332,392930
26/10/20,Ladakh,-,-,5126,71,5933
26/10/20,Madhya Pradesh,-,-,153127,2885,167249
26/10/20,Maharashtra,-,-,1460755,43264,1645020
26/10/20,Manipur,-,-,12857,139,17162
26/10/20,Meghalaya,-,-,7332,81,9018
26/10/20,Mizoram,-,-,2203,0,2493
26/10/20,Nagaland,-,-,6724,31,8626
26/10/20,Odisha,-,-,264102,1245,281215
26/10/20,Puducherry,-,-,29801,588,34193
26/10/20,Punjab,-,-,122721,4117,131055
26/10/20,Rajasthan,-,-,167736,1839,186243
26/10/20,Sikkim,-,-,3525,64,3835
26/10/20,Tamil Nadu,-,-,667475,10924,709005
26/10/20,Telengana,-,-,211912,1311,231834
26/10/20,Tripura,-,-,28069,343,30257
26/10/20,Uttarakhand,-,-,54958,993,60376
26/10/20,Uttar Pradesh,-,-,436071,6882,470270
26/10/20,West Bengal,-,-,306197,6487,349701
27/10/20,Andaman and Nicobar Islands,-,-,3997,58,4253
27/10/20,Andhra Pradesh,-,-,773548,6606,808924
27/10/20,Arunachal Pradesh,-,-,12182,35,14391
27/10/20,Assam,-,-,188587,908,204386
27/10/20,Bihar,-,-,201942,1058,212355
27/10/20,Chandigarh,-,-,13230,222,14085
27/10/20,Chhattisgarh,-,-,153654,1861,177608
27/10/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3176,2,3228
27/10/20,Delhi,-,-,327390,6312,359488
27/10/20,Goa,-,-,39433,582,42532
27/10/20,Gujarat,-,-,150513,3690,167919
27/10/20,Haryana,-,-,147566,1737,159457
27/10/20,Himachal Pradesh,-,-,17782,293,20586
27/10/20,Jammu and Kashmir,-,-,83485,1444,92225
27/10/20,Jharkhand,-,-,93368,872,99906
27/10/20,Karnataka,-,-,719558,10947,805947
27/10/20,Kerala,-,-,302017,1352,397217
27/10/20,Ladakh,-,-,5216,71,5978
27/10/20,Madhya Pradesh,-,-,154222,2890,167969
27/10/20,Maharashtra,-,-,1470660,43348,1648665
27/10/20,Manipur,-,-,13057,144,17424
27/10/20,Meghalaya,-,-,7471,81,9066
27/10/20,Mizoram,-,-,2212,0,2527
27/10/20,Nagaland,-,-,6792,33,8663
27/10/20,Odisha,-,-,266105,1259,282695
27/10/20,Puducherry,-,-,29990,588,34336
27/10/20,Punjab,-,-,123047,4125,131391
27/10/20,Rajasthan,-,-,169962,1853,188048
27/10/20,Sikkim,-,-,3530,65,3840
27/10/20,Tamil Nadu,-,-,671489,10956,711713
27/10/20,Telengana,-,-,213466,1315,232671
27/10/20,Tripura,-,-,28153,344,30293
27/10/20,Uttarakhand,-,-,55663,1001,60744
27/10/20,Uttar Pradesh,-,-,438521,6904,472077
27/10/20,West Bengal,-,-,310086,6546,353822
28/10/20,Andaman and Nicobar Islands,-,-,4019,58,4274
28/10/20,Andhra Pradesh,-,-,777900,6625,811825
28/10/20,Arunachal Pradesh,-,-,12297,36,14472
28/10/20,Assam,-,-,191030,914,204789
28/10/20,Bihar,-,-,203174,1065,213085
28/10/20,Chandigarh,-,-,13279,223,14152
28/10/20,Chhattisgarh,-,-,156080,1881,179654
28/10/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3181,2,3231
28/10/20,Delhi,-,-,330112,6356,364341
28/10/20,Goa,-,-,39778,585,42747
28/10/20,Gujarat,-,-,151751,3695,168911
28/10/20,Haryana,-,-,148503,1750,160705
28/10/20,Himachal Pradesh,-,-,17998,298,20817
28/10/20,Jammu and Kashmir,-,-,84236,1451,92677
28/10/20,Jharkhand,-,-,93874,876,100224
28/10/20,Karnataka,-,-,727298,10991,809638
28/10/20,Kerala,-,-,309032,1376,402674
28/10/20,Ladakh,-,-,5262,73,6024
28/10/20,Madhya Pradesh,-,-,155232,2898,168483
28/10/20,Maharashtra,-,-,1478496,43463,1654028
28/10/20,Manipur,-,-,13208,150,17604
28/10/20,Meghalaya,-,-,7643,82,9136
28/10/20,Mizoram,-,-,2233,0,2607
28/10/20,Nagaland,-,-,6828,33,8726
28/10/20,Odisha,-,-,268115,1272,283942
28/10/20,Puducherry,-,-,30153,588,34482
28/10/20,Punjab,-,-,123510,4138,131737
28/10/20,Rajasthan,-,-,172028,1867,189844
28/10/20,Sikkim,-,-,3534,67,3863
28/10/20,Tamil Nadu,-,-,675518,10983,714235
28/10/20,Telengana,-,-,214917,1319,234152
28/10/20,Tripura,-,-,28355,344,30453
28/10/20,Uttarakhand,-,-,56085,1007,60957
28/10/20,Uttar Pradesh,-,-,440847,6940,474054
28/10/20,West Bengal,-,-,314003,6604,357779
29/10/20,Andaman and Nicobar Islands,-,-,4039,58,4289
29/10/20,Andhra Pradesh,-,-,781509,6643,814774
29/10/20,Arunachal Pradesh,-,-,12480,36,14580
29/10/20,Assam,-,-,192517,917,205237
29/10/20,Bihar,-,-,204178,1069,213576
29/10/20,Chandigarh,-,-,13359,224,14212
29/10/20,Chhattisgarh,-,-,157480,1936,181583
29/10/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3184,2,3237
29/10/20,Delhi,-,-,334240,6396,370014
29/10/20,Goa,-,-,39974,592,42968
29/10/20,Gujarat,-,-,152858,3701,169891
29/10/20,Haryana,-,-,149451,1758,162223
29/10/20,Himachal Pradesh,-,-,18203,300,21149
29/10/20,Jammu and Kashmir,-,-,84782,1455,93213
29/10/20,Jharkhand,-,-,94326,880,100569
29/10/20,Karnataka,-,-,733558,11046,812784
29/10/20,Kerala,-,-,316692,1403,411464
29/10/20,Ladakh,-,-,5369,74,6085
29/10/20,Madhya Pradesh,-,-,156264,2913,169271
29/10/20,Maharashtra,-,-,1486926,43554,1660766
29/10/20,Manipur,-,-,13420,156,17809
29/10/20,Meghalaya,-,-,7777,85,9226
29/10/20,Mizoram,-,-,2238,1,2656
29/10/20,Nagaland,-,-,6945,34,8824
29/10/20,Odisha,-,-,270130,1284,285482
29/10/20,Puducherry,-,-,30307,590,34583
29/10/20,Punjab,-,-,123866,4158,132263
29/10/20,Rajasthan,-,-,174044,1877,191629
29/10/20,Sikkim,-,-,3545,67,3875
29/10/20,Tamil Nadu,-,-,679377,11018,716751
29/10/20,Telengana,-,-,216353,1324,235656
29/10/20,Tripura,-,-,28525,345,30566
29/10/20,Uttarakhand,-,-,56556,1009,61261
29/10/20,Uttar Pradesh,-,-,443589,6958,476034
29/10/20,West Bengal,-,-,317928,6664,361703
30/10/20,Andaman and Nicobar Islands,-,-,4054,59,4305
30/10/20,Andhra Pradesh,-,-,784752,6659,817679
30/10/20,Arunachal Pradesh,-,-,12623,37,14668
30/10/20,Assam,-,-,193574,923,205635
30/10/20,Bihar,-,-,205108,1076,214242
30/10/20,Chandigarh,-,-,13402,225,14292
30/10/20,Chhattisgarh,-,-,159268,1989,183588
30/10/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3192,2,3243
30/10/20,Delhi,-,-,338378,6423,375753
30/10/20,Goa,-,-,40168,597,43201
30/10/20,Gujarat,-,-,153941,3705,170878
30/10/20,Haryana,-,-,150660,1766,163817
30/10/20,Himachal Pradesh,-,-,18402,306,21476
30/10/20,Jammu and Kashmir,-,-,85370,1466,93764
30/10/20,Jharkhand,-,-,94787,883,100964
30/10/20,Karnataka,-,-,741219,11091,816809
30/10/20,Kerala,-,-,325166,1429,418484
30/10/20,Ladakh,-,-,5438,74,6139
30/10/20,Madhya Pradesh,-,-,157381,2929,169999
30/10/20,Maharashtra,-,-,1494809,43710,1666668
30/10/20,Manipur,-,-,13583,160,18051
30/10/20,Meghalaya,-,-,7890,87,9303
30/10/20,Mizoram,-,-,2258,1,2694
30/10/20,Nagaland,-,-,7096,35,8894
30/10/20,Odisha,-,-,272038,1297,287099
30/10/20,Puducherry,-,-,30449,592,34761
30/10/20,Punjab,-,-,124293,4168,132727
30/10/20,Rajasthan,-,-,175977,1888,193419
30/10/20,Sikkim,-,-,3558,67,3893
30/10/20,Tamil Nadu,-,-,683464,11053,719403
30/10/20,Telengana,-,-,217401,1330,237187
30/10/20,Tripura,-,-,28737,346,30663
30/10/20,Uttarakhand,-,-,57012,1009,61566
30/10/20,Uttar Pradesh,-,-,446054,6983,477895
30/10/20,West Bengal,-,-,321873,6725,365692
31/10/20,Andaman and Nicobar Islands,-,-,4076,59,4317
31/10/20,Andhra Pradesh,-,-,788375,6676,820565
31/10/20,Arunachal Pradesh,-,-,12777,37,14752
31/10/20,Assam,-,-,194668,926,206015
31/10/20,Bihar,-,-,206346,1084,215327
31/10/20,Chandigarh,-,-,13469,225,14351
31/10/20,Chhattisgarh,-,-,160918,2038,185306
31/10/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3197,2,3248
31/10/20,Delhi,-,-,342811,6470,381644
31/10/20,Goa,-,-,40409,602,43416
31/10/20,Gujarat,-,-,154968,3711,171847
31/10/20,Haryana,-,-,151839,1777,165467
31/10/20,Himachal Pradesh,-,-,18595,312,21798
31/10/20,Jammu and Kashmir,-,-,86024,1471,94330
31/10/20,Jharkhand,-,-,95208,883,101287
31/10/20,Karnataka,-,-,749740,11140,820398
31/10/20,Kerala,-,-,332994,1457,425122
31/10/20,Ladakh,-,-,5493,74,6194
31/10/20,Madhya Pradesh,-,-,158455,2941,170690
31/10/20,Maharashtra,-,-,1503050,43837,1672858
31/10/20,Manipur,-,-,13805,164,18272
31/10/20,Meghalaya,-,-,8125,87,9382
31/10/20,Mizoram,-,-,2284,1,2722
31/10/20,Nagaland,-,-,7308,39,8945
31/10/20,Odisha,-,-,273838,1308,288646
31/10/20,Puducherry,-,-,30577,592,34908
31/10/20,Punjab,-,-,124870,4187,133158
31/10/20,Rajasthan,-,-,178064,1898,195213
31/10/20,Sikkim,-,-,3591,68,3913
31/10/20,Tamil Nadu,-,-,687388,11091,722011
31/10/20,Telengana,-,-,218887,1336,238632
31/10/20,Tripura,-,-,28878,346,30717
31/10/20,Uttarakhand,-,-,57270,1011,61915
31/10/20,Uttar Pradesh,-,-,448644,7007,480082
31/10/20,West Bengal,-,-,325888,6784,369671
01/11/20,Andaman and Nicobar Islands,-,-,4100,59,4332
01/11/20,Andhra Pradesh,-,-,792083,6690,823348
01/11/20,Arunachal Pradesh,-,-,12959,37,14852
01/11/20,Assam,-,-,196054,930,206351
01/11/20,Bihar,-,-,207480,1090,216086
01/11/20,Chandigarh,-,-,13551,226,14418
01/11/20,Chhattisgarh,-,-,163079,2101,187270
01/11/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3210,2,3251
01/11/20,Delhi,-,-,347476,6511,386706
01/11/20,Goa,-,-,40678,604,43626
01/11/20,Gujarat,-,-,155982,3716,172782
01/11/20,Haryana,-,-,153230,1789,167210
01/11/20,Himachal Pradesh,-,-,18862,317,22059
01/11/20,Jammu and Kashmir,-,-,86888,1478,94785
01/11/20,Jharkhand,-,-,95575,884,101761
01/11/20,Karnataka,-,-,757208,11168,823412
01/11/20,Kerala,-,-,340324,1484,433105
01/11/20,Ladakh,-,-,5539,75,6270
01/11/20,Madhya Pradesh,-,-,159479,2951,171359
01/11/20,Maharashtra,-,-,1510353,43911,1678406
01/11/20,Manipur,-,-,14862,168,18502
01/11/20,Meghalaya,-,-,8345,88,9452
01/11/20,Mizoram,-,-,2291,1,2753
01/11/20,Nagaland,-,-,7454,39,9047
01/11/20,Odisha,-,-,275749,1320,290116
01/11/20,Puducherry,-,-,30724,592,35013
01/11/20,Punjab,-,-,125198,4203,133658
01/11/20,Rajasthan,-,-,179984,1907,196993
01/11/20,Sikkim,-,-,3617,72,3940
01/11/20,Tamil Nadu,-,-,691236,11122,724522
01/11/20,Telengana,-,-,220466,1341,240048
01/11/20,Tripura,-,-,29048,346,30794
01/11/20,Uttarakhand,-,-,57422,1023,62328
01/11/20,Uttar Pradesh,-,-,451070,7025,481863
01/11/20,West Bengal,-,-,329937,6841,373664
02/11/20,Andaman and Nicobar Islands,-,-,4112,60,4340
02/11/20,Andhra Pradesh,-,-,795592,6706,825966
02/11/20,Arunachal Pradesh,-,-,13073,37,14881
02/11/20,Assam,-,-,196784,931,206517
02/11/20,Bihar,-,-,208644,1097,216707
02/11/20,Chandigarh,-,-,13632,226,14476
02/11/20,Chhattisgarh,-,-,164537,2150,188813
02/11/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3219,2,3255
02/11/20,Delhi,-,-,351635,6562,392370
02/11/20,Goa,-,-,40915,609,43768
02/11/20,Gujarat,-,-,157110,3721,173642
02/11/20,Haryana,-,-,154451,1795,168880
02/11/20,Himachal Pradesh,-,-,18965,326,22264
02/11/20,Jammu and Kashmir,-,-,87517,1482,95325
02/11/20,Jharkhand,-,-,95973,885,102087
02/11/20,Karnataka,-,-,765261,11192,827064
02/11/20,Kerala,-,-,348835,1512,440130
02/11/20,Ladakh,-,-,5629,75,6287
02/11/20,Madhya Pradesh,-,-,160586,2958,172082
02/11/20,Maharashtra,-,-,1514079,44024,1683775
02/11/20,Manipur,-,-,15065,171,18750
02/11/20,Meghalaya,-,-,8462,90,9607
02/11/20,Mizoram,-,-,2323,1,2757
02/11/20,Nagaland,-,-,7535,39,9075
02/11/20,Odisha,-,-,277564,1331,291825
02/11/20,Puducherry,-,-,31345,595,35109
02/11/20,Punjab,-,-,125566,4214,133975
02/11/20,Rajasthan,-,-,181575,1917,198747
02/11/20,Sikkim,-,-,3651,73,3958
02/11/20,Tamil Nadu,-,-,694880,11152,727026
02/11/20,Telengana,-,-,221992,1348,240970
02/11/20,Tripura,-,-,29234,348,30852
02/11/20,Uttarakhand,-,-,57609,1027,62550
02/11/20,Uttar Pradesh,-,-,453458,7051,483832
02/11/20,West Bengal,-,-,333990,6900,377651
03/11/20,Andaman and Nicobar Islands,-,-,4132,60,4352
03/11/20,Andhra Pradesh,-,-,798625,6719,827882
03/11/20,Arunachal Pradesh,-,-,13238,38,14998
03/11/20,Assam,-,-,197569,932,206982
03/11/20,Bihar,-,-,209582,1101,217277
03/11/20,Chandigarh,-,-,13708,227,14528
03/11/20,Chhattisgarh,-,-,166391,2208,190513
03/11/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3221,2,3257
03/11/20,Delhi,-,-,356459,6604,396371
03/11/20,Goa,-,-,41123,616,43954
03/11/20,Gujarat,-,-,158114,3725,174517
03/11/20,Haryana,-,-,155717,1810,170446
03/11/20,Himachal Pradesh,-,-,19304,336,22598
03/11/20,Jammu and Kashmir,-,-,88140,1490,95710
03/11/20,Jharkhand,-,-,96485,886,102490
03/11/20,Karnataka,-,-,773595,11221,829640
03/11/20,Kerala,-,-,355943,1533,444268
03/11/20,Ladakh,-,-,5671,76,6357
03/11/20,Madhya Pradesh,-,-,161454,2965,172717
03/11/20,Maharashtra,-,-,1524304,44128,1687784
03/11/20,Manipur,-,-,15343,180,19091
03/11/20,Meghalaya,-,-,8579,90,9678
03/11/20,Mizoram,-,-,2347,1,2792
03/11/20,Nagaland,-,-,7689,42,9096
03/11/20,Odisha,-,-,279091,1340,293214
03/11/20,Puducherry,-,-,31827,595,35178
03/11/20,Punjab,-,-,125961,4227,134371
03/11/20,Rajasthan,-,-,182680,1926,200495
03/11/20,Sikkim,-,-,3655,73,3967
03/11/20,Tamil Nadu,-,-,698820,11183,729507
03/11/20,Telengana,-,-,223413,1351,242506
03/11/20,Tripura,-,-,29318,350,30989
03/11/20,Uttarakhand,-,-,58050,1029,62881
03/11/20,Uttar Pradesh,-,-,455498,7076,485609
03/11/20,West Bengal,-,-,338075,6957,381608
04/11/20,Andaman and Nicobar Islands,-,-,4153,60,4372
04/11/20,Andhra Pradesh,-,-,802325,6734,830731
04/11/20,Arunachal Pradesh,-,-,13367,42,15083
04/11/20,Assam,-,-,198042,934,207361
04/11/20,Bihar,-,-,210672,1108,218203
04/11/20,Chandigarh,-,-,13751,228,14608
04/11/20,Chhattisgarh,-,-,168201,2266,192237
04/11/20,Dadra and Nagar Haveli and Daman and Diu,-,-,3225,2,3257
04/11/20,Delhi,-,-,360069,6652,403096
04/11/20,Goa,-,-,41362,618,44189
04/11/20,Gujarat,-,-,159311,3731,175471
04/11/20,Haryana,-,-,156975,1817,172130
04/11/20,Himachal Pradesh,-,-,19469,344,22932
04/11/20,Jammu and Kashmir,-,-,88718,1502,96188
04/11/20,Jharkhand,-,-,96975,891,102887
04/11/20,Karnataka,-,-,780735,11247,832396
04/11/20,Kerala,-,-,364745,1559,451130
04/11/20,Ladakh,-,-,5701,76,6441
04/11/20,Madhya Pradesh,-,-,162366,2974,173384
